feature,opinion,count,importance
gameplay,handled,2,0.9878
gameplay,locally,2,0.9878
gameplay,meaning,2,-1.341
gameplay,poor,2,-1.341
gameplay,lag,2,-1.341
gameplay,updated,2,-1.6594
gameplay,minus,2,-1.6594
gameplay,punitive,2,-1.6594
gameplay,hobbling,2,-1.6594
gameplay,badly,2,-1.6594
gameplay,damnable,2,-1.6594
gameplay,baseline,2,0.0
gameplay,pay,2,1.8842
gameplay,monthly,2,1.8842
gameplay,nice,2,1.8842
gameplay,extra,2,0.5464
d2,remember,2,0.0
d2,taking,2,0.0
d2,forever,2,0.0
d2,call,2,0.9534
d2,prettier,2,0.9534
d2,lead,2,-1.0534
d2,wilson,2,-1.0534
d2,graphic,2,-1.8772
d2,better,2,-1.8772
d2,irritates,2,-1.8772
d2,freaking,2,-1.8772
d2,online,4,-3.7544
d2,serious,2,-1.8772
d2,persistent,2,-1.8772
d2,single,4,-2.5754
d2,regret,2,-1.8772
d2,buying,2,-1.8772
d2,dumb,2,-1.4702
d2,basically,2,-1.4702
d2,shift,2,-1.4702
d2,ranged,2,-1.4702
stop,d3,2,-0.592
stop,check,2,-0.592
stop,dropped,2,-0.592
corner,d3,2,-0.592
corner,check,2,-0.592
corner,dropped,2,-0.592
corner,normal,2,0.68
corner,explored,2,0.68
corner,optional,2,0.68
corner,occasionally,2,0.187
corner,lose,2,0.187
corner,progress,2,0.187
corner,larger,2,0.187
corner,explore,2,0.187
pick,d3,2,-0.592
pick,check,2,-0.592
pick,dropped,2,-0.592
pick,main,2,0.7224
pick,appears,2,0.7224
pick,unique,4,1.4448
pick,offer,2,0.7224
pick,results,2,0.7224
pick,boring,2,0.7224
pick,enjoying,2,0.6334
pick,assuming,2,0.6334
pick,higher,2,0.6334
pick,perfected,2,1.8548
pick,click,2,1.8548
pick,easy,2,1.8548
pick,maintaining,2,1.8548
pick,hardcore,2,1.8548
pick,love,2,1.8548
coin,d3,2,-0.592
coin,check,2,-0.592
coin,dropped,2,-0.592
talk,d3,2,-0.592
talk,check,2,-0.592
talk,dropped,2,-0.592
talk,bat,2,0.0
talk,real,2,0.0
npc,d3,2,-0.592
npc,check,2,-0.592
npc,dropped,2,-0.592
npc,main,2,0.7224
npc,appears,2,0.7224
npc,unique,4,1.4448
npc,offer,2,0.7224
npc,results,2,0.7224
npc,boring,2,0.7224
npc,including,2,0.0
npc,set,2,0.0
npc,fits,2,0.0
npc,dialogues,2,0.0
annoys,feel,2,-0.18
annoys,believes,2,-0.18
annoys,important,2,-0.18
annoys,makes,2,-0.18
starcraft,feels,2,1.2248
starcraft,plan,2,1.2248
starcraft,bilk,2,1.2248
starcraft,follow,2,1.2248
starcraft,derived,2,0.7224
starcraft,dictating,2,0.7224
starcraft,edged,2,0.7224
starcraft,tuning,2,0.7224
starcraft,ongoing,2,0.7224
starcraft,controlled,2,0.7224
starcraft,evident,2,0.7224
starcraft,hoped,2,0.251
starcraft,learned,2,0.251
starcraft,line,2,0.251
starcraft,surprisingly,2,0.592
starcraft,milking,2,0.592
starcraft,continue,2,1.6252
starcraft,enjoy,2,1.6252
starcraft,sadly,2,-0.843
starcraft,amount,2,-0.843
starcraft,significant,2,-0.1432
starcraft,quickly,2,-0.1432
starcraft,created,2,-0.1432
starcraft,necessary,4,-0.2864
starcraft,normal,2,-0.1432
starcraft,absolutely,2,-0.1432
starcraft,awesome,4,2.6644
starcraft,bought,2,1.4146
starcraft,thinking,2,1.4146
starcraft,learn,2,-0.68
material,feels,2,1.2248
material,plan,2,1.2248
material,bilk,2,1.2248
material,follow,2,1.2248
trend,special,2,-0.1912
trend,real,2,1.486
trend,enter,2,1.486
trend,better,2,1.486
trend,sadly,2,-0.843
trend,waned,2,-0.843
trend,recent,2,-0.843
flaw,multi,2,1.53
flaw,fun,2,1.53
flaw,curbs,2,1.53
quota,multi,2,1.53
quota,fun,2,1.53
quota,curbs,2,1.53
players,communicate,2,0.0
players,mic,2,0.0
players,rolled,2,-1.0998
players,build,2,-1.0998
players,ah,4,-2.1996
players,upgrade,2,-1.0998
players,insane,2,-1.0998
players,impossible,4,0.7262
players,new,6,1.2138
players,gear,2,-1.0998
players,hear,2,0.6764
players,scream,2,0.6764
players,makes,2,0.1544
players,absolute,2,0.1544
players,chat,2,0.1544
players,external,2,0.1544
players,skype,2,0.1544
players,drop,2,1.3096
players,half,2,1.3096
players,increase,2,1.3096
players,original,4,2.6192
players,missed,2,-0.595
players,introduced,2,-0.595
players,frustrating,4,1.231
players,drew,2,-0.595
players,important,2,-0.595
players,real,6,-1.1698
players,connecting,2,0.0
players,plenty,2,1.826
players,short,2,1.826
players,fun,4,0.22260000000000013
players,easy,2,1.826
players,intuitive,2,1.826
players,good,2,1.826
players,acting,2,1.826
players,pretty,2,1.826
players,shallow,2,1.826
players,terrible,4,3.652
players,awful,2,1.826
players,atrocious,2,1.826
players,offline,2,1.826
players,connected,2,1.826
players,casual,6,5.3832
players,drops,4,0.4094
players,special,2,1.826
players,involved,2,1.826
players,grinding,2,1.826
players,sets,2,1.826
players,extremely,2,1.826
players,narrow,2,1.826
players,lament,2,-1.3456
players,pan,2,-1.3456
players,freely,2,-1.3456
players,earned,2,-1.3456
players,awkward,2,-1.3456
players,hamper,2,-1.3456
players,simply,2,1.1148
players,major,4,-0.30180000000000007
players,added,2,1.1148
players,built,2,0.843
players,buy,6,0.9974000000000001
players,feels,2,1.6344
players,ran,2,1.6344
players,decided,2,1.6344
players,throw,2,1.6344
players,bright,2,1.6344
players,act,2,1.6344
players,hoping,2,1.6344
players,reflex,2,1.6344
players,intended,2,0.0
players,add,2,0.0
players,paying,2,0.0
players,leaving,2,0.0
players,longtime,2,0.0
players,hanging,2,0.0
players,dry,2,0.0
players,sell,2,0.0
players,shiny,2,0.0
players,actual,2,0.0
players,hardcore,4,3.5572
players,wow,6,4.4504
players,love,4,3.5572
players,join,2,1.1988
players,faster,2,1.1988
players,attempting,2,0.1544
players,inside,2,0.1544
players,choose,2,0.0
players,multiple,2,0.0
players,biggest,2,-1.4166
players,found,2,-1.4166
players,poor,4,-3.02
players,grind,2,0.8932
players,participate,2,0.8932
players,boring,4,-2.7731999999999997
players,single,2,-1.1698
players,viewable,2,0.0
players,wait,2,0.0
players,expire,2,0.0
players,loved,2,-1.6034
players,disappointed,2,-1.6034
players,based,2,-1.6034
players,inferno,2,-1.6034
players,automated,2,0.7636
players,main,2,0.7636
players,enabling,2,0.0
players,rid,2,0.0
players,contributing,2,0.0
keyboard,communicate,2,0.0
keyboard,mic,2,0.0
keyboard,limited,2,0.2054
keyboard,basically,2,-1.9118
keyboard,clicking,2,-1.9118
keyboard,die,2,-1.9118
keyboard,mapped,2,-1.9118
keyboard,left,2,-1.9118
keyboard,click,4,-3.8236
keyboard,kill,2,-1.9118
keyboard,new,4,-3.8236
keyboard,learn,2,-1.9118
keyboard,collect,2,-1.9118
keyboard,equip,2,-1.9118
keyboard,fast,2,-1.9118
keyboard,shortcut,2,1.0282
keyboard,neat,2,1.0282
guy,rationalized,2,0.0
guy,limited,2,-1.3194
guy,stay,2,-1.3194
guy,glowing,2,-1.3194
guy,click,2,-1.3194
guy,bad,4,-2.404
guy,falls,2,-1.3194
guy,original,2,-1.0846
guy,bigger,2,-1.0846
software,cost,2,0.7224
software,rely,2,0.7224
software,wait,2,0.0
software,fixed,2,0.0
software,ironed,2,0.0
software,gradually,2,0.2506
software,moves,2,0.2506
software,physical,2,0.2506
software,doubt,2,0.2506
software,protect,2,0.2506
software,busy,2,0.2506
software,downgrade,2,0.2506
software,online,2,1.1602
software,random,2,1.1602
software,installed,2,1.1602
software,windows,2,0.7838
software,norton,2,0.7838
software,create,2,0.7838
skype,cost,2,0.7224
skype,rely,2,0.7224
skype,implemented,2,1.021
skype,flawlessly,2,1.021
mistake,realize,2,0.4046
mistake,buying,2,0.4046
mistake,assigned,4,-3.564
mistake,automatically,4,-3.564
mistake,impossible,4,-3.564
mistake,forced,4,-3.564
mistake,delete,4,-3.564
mistake,checking,4,-3.564
mistake,leveling,4,-3.564
mistake,poorly,2,-1.2878
mistake,executed,2,-1.2878
mistake,feature,2,-1.2878
mistake,huge,2,-1.2878
mistake,major,2,-1.2878
project,sitting,2,0.0
project,discussing,2,0.0
project,putting,2,0.0
manager,sitting,4,0.0
manager,discussing,4,0.0
manager,putting,4,0.0
manager,accomplished,2,0.68
manager,downloading,2,0.68
manager,3rd,2,0.68
manager,installing,2,0.68
manager,manually,4,1.36
manager,running,2,0.68
manager,newly,2,0.68
manager,created,2,0.68
manager,run,2,0.68
manager,actual,2,0.68
manager,finally,4,1.36
manager,downloaded,4,1.36
manager,kill,2,0.68
manager,switch,2,0.68
manager,normal,2,0.68
manager,sounds,2,0.68
manager,confusing,2,0.68
manager,read,2,0.68
meeting,sitting,2,0.0
meeting,discussing,2,0.0
meeting,putting,2,0.0
table,sitting,2,0.0
table,discussing,2,0.0
table,putting,2,0.0
capability,sitting,2,0.0
capability,discussing,2,0.0
capability,putting,2,0.0
track,good,2,0.8808
track,decided,2,0.8808
track,forward,2,0.8808
track,extra,2,1.7664
track,real,2,1.7664
track,makes,2,1.7664
track,easier,2,1.7664
track,acts,2,0.68
record,good,2,0.8808
record,decided,2,0.8808
record,forward,2,0.8808
sc2,good,2,0.8808
sc2,decided,2,0.8808
sc2,forward,2,0.8808
management,new,2,0.0
management,buy,2,1.4192
management,totally,2,1.4192
management,change,2,1.4192
management,honestly,2,1.4192
management,rip,2,1.4192
management,profit,2,1.4192
management,potentially,2,-0.7636
management,great,2,-0.7636
management,destroyed,2,-0.7636
management,bad,2,-0.7636
sale,special,2,-0.1912
sale,recent,2,1.2972
sale,released,2,1.2972
sale,positive,2,1.2972
sale,coupled,2,1.2972
sale,real,2,-0.592
sale,top,2,-0.592
sale,existing,2,-0.592
sale,monthly,2,-0.592
sale,lose,2,-0.8038
sale,whopping,2,-0.8038
sale,digital,2,-0.8038
sale,decent,2,1.725
sale,cancel,2,-0.5
sale,wait,2,-0.5
sale,release,2,0.0
sale,buy,2,-0.551
purpose,special,2,-0.1912
purpose,hidden,2,-1.222
purpose,ai,2,-1.222
purpose,worse,2,-1.222
purpose,d2,2,-1.222
purpose,dmg,2,-1.222
purpose,provide,2,-1.222
purpose,great,2,-1.222
purpose,based,2,-1.222
purpose,annoying,2,-1.222
purpose,confusing,2,-1.222
purpose,called,2,-1.222
purpose,sound,2,-1.222
purpose,locks,2,-1.222
purpose,lengthy,2,-1.222
purpose,punishes,2,-1.222
purpose,switching,2,-1.222
purpose,limited,2,-1.222
purpose,real,2,0.0
purpose,connecting,2,0.0
mice,special,2,-0.1912
mice,multi,2,1.1148
controlers,special,2,-0.1912
mouse,spend,2,0.68
mouse,pretty,4,3.4756
mouse,forced,2,1.7378
mouse,fine,2,1.7378
mouse,click,4,-1.9068
mouse,move,4,-1.9068
mouse,adept,4,0.3088
mouse,left,8,0.3088
mouse,dumb,2,-1.4702
mouse,basically,2,-1.4702
mouse,shift,2,-1.4702
mouse,ranged,2,-1.4702
mouse,shortcut,2,1.0282
mouse,neat,2,1.0282
mouse,spells,4,0.0
mouse,clicking,8,0.0
mouse,repeating,4,0.0
cast,spells,2,0.0
cast,real,2,0.0
cast,quick,2,0.0
cast,pets,4,0.0
cast,single,4,0.0
spell,magic,2,0.0516
spell,spells,6,-1.0017999999999998
spell,need,2,0.0516
spell,blasting,2,0.0516
spell,meant,2,0.0516
spell,larger,2,0.0516
spell,small,2,0.0774
spell,depends,2,0.0774
spell,prefers,2,0.0774
spell,basically,2,-1.0534
spell,restricted,2,-1.0534
spell,specific,2,-1.0534
spell,separate,2,0.5464
spell,highly,2,0.5464
spell,restrictive,2,0.5464
spell,clicking,4,0.0
spell,left,2,0.0
spell,repeating,2,0.0
buddies,multi,2,1.1148
buddies,daily,2,0.68
advantage,multi,2,1.1148
advantage,killing,2,-1.0534
advantage,single,2,-1.0534
potential,spend,2,0.68
installement,choose,2,-0.592
installement,taking,2,-0.592
installement,hard,2,-0.592
drop,choose,2,-0.592
drop,taking,2,-0.592
drop,hard,2,-0.592
drop,legendary,2,-0.8704
drop,insane,2,-0.8704
drop,drops,2,-0.8704
drop,destroying,2,-1.3816
drop,caused,2,-1.3816
drop,reduce,2,-1.3816
drop,considerably,2,-1.3816
drop,drop,4,-1.857
drop,similar,2,-1.5012
drop,d2,2,-1.5012
drop,destroyed,2,-1.5012
drop,hundred,2,-1.0534
drop,odd,2,-1.0534
drop,standing,2,-1.0534
drop,wrapped,2,-1.0534
drop,building,2,-1.0534
drop,waiting,2,-1.0534
drop,dormant,2,-1.0534
drop,improve,2,-1.0864
drop,blue,2,-0.3558
drop,unique,2,-0.3558
drop,wait,2,-0.5464
drop,extremely,2,-0.5464
drop,kill,2,-1.5566
drop,high,2,-1.0212
drop,melee,2,-1.0212
drop,compared,2,-1.0212
drop,ranged,2,-1.0212
makers,real,2,1.486
makers,enter,2,1.486
makers,better,4,1.813
makers,treat,2,0.327
market,real,2,1.486
market,enter,2,1.486
market,better,4,0.23639999999999994
market,absolute,2,-1.1438
market,drives,2,-1.1438
market,illegitimate,2,-1.1438
market,black,2,-1.1438
market,appealing,2,-1.1438
market,perfect,2,-1.2496
market,damn,2,-1.2496
diversity,real,2,1.486
diversity,enter,2,1.486
diversity,better,2,1.486
diversity,created,2,0.5
diversity,showcase,2,0.5
future,real,4,1.486
future,enter,2,1.486
future,better,2,1.486
future,bat,2,0.0
future,release,2,1.4368
future,drm,2,1.4368
future,afford,2,1.4368
future,yeah,2,1.4368
future,hear,2,1.4368
future,free,2,1.4368
future,lot,2,0.3558
future,small,2,0.3558
future,resolved,2,0.3558
future,read,2,0.3558
check,short,2,0.9534
check,new,2,0.1544
buddy,short,2,0.9534
dough,short,2,0.9534
perception,review,2,0.0
millions,online,4,2.0302
millions,needs,2,0.9176
millions,sells,2,0.9176
millions,ebay,2,0.9176
millions,ultima,2,0.9176
millions,buy,6,2.3352
millions,monthly,2,0.9176
millions,virtual,4,0.9176
millions,real,2,0.9176
millions,jay,2,0.5464
millions,wilson,2,0.5464
millions,sold,2,0.5464
millions,fastest,2,0.5464
millions,selling,4,0.5464
millions,takes,2,0.0
millions,spent,2,0.0
millions,realize,2,0.0
millions,exist,2,0.0
millions,gauged,2,0.5
millions,apparently,2,0.5
millions,lucky,2,0.5
millions,accumulate,2,0.5
millions,boring,2,-1.3194
millions,add,2,-1.3194
millions,spamming,2,-1.3194
companion,multi,2,-0.1144
companion,seek,2,-0.1144
negativity,deter,2,1.2502
pal,deter,2,1.2502
opportunity,ii,2,-0.0516
opportunity,waiting,2,-0.0516
opportunity,iii,2,-0.0516
opportunity,read,2,-0.0516
opportunity,save,2,-0.0516
opportunity,suffering,2,-0.0516
opportunity,missed,2,1.6352
opportunity,limiting,2,1.6352
opportunity,secret,2,1.6352
opportunity,fell,2,1.6352
opportunity,short,2,1.6352
opportunity,great,2,1.6352
frustration,ii,2,-0.0516
frustration,waiting,2,-0.0516
frustration,iii,2,-0.0516
frustration,read,2,-0.0516
frustration,save,2,-0.0516
frustration,suffering,2,-0.0516
frustration,defintiely,2,1.3616
frustration,requiring,2,1.3616
frustration,knowing,2,1.3616
frustration,awesome,2,1.3616
frustration,figuring,2,0.0404
frustration,good,4,0.5168
frustration,actual,2,-0.843
frustration,fast,4,-1.2476
frustration,die,2,-0.843
frustration,super,2,-0.843
frustration,easy,2,-0.843
frustration,leads,2,-1.5012
frustration,duplicates,2,-1.5012
frustration,increasing,2,-1.5012
frustration,defeated,2,-1.5012
frustration,prior,2,-1.5012
frustration,totally,2,-0.1656
frustration,unique,2,-0.1656
frustration,choose,2,-0.9534
frustration,better,4,1.6076
frustration,bid,4,-0.8092
frustration,hot,2,-0.4046
frustration,absolutely,2,-0.4046
frustration,impossible,2,-0.4046
frustration,compete,2,-0.4046
frustration,offer,2,-0.4046
frustration,banging,2,-0.4046
frustration,sell,2,0.4764
pain,ii,2,-0.0516
pain,waiting,2,-0.0516
pain,iii,2,-0.0516
pain,read,2,-0.0516
pain,save,2,-0.0516
pain,suffering,2,-0.0516
pain,physical,2,-1.3216
pain,net,2,-1.5566
pain,resort,2,1.7384
pain,3rd,2,1.7384
pain,typing,2,1.7384
pain,fighting,2,1.7384
pain,bit,2,1.7384
pain,great,2,1.7384
son,loves,2,1.7532
son,pc,2,1.7532
son,happy,2,1.7532
son,bought,2,0.0
son,strong,2,0.0
son,armed,2,0.0
son,aged,2,0.0
son,jumped,2,0.0
son,finished,2,-0.8062
son,single,2,-0.8062
son,left,2,-0.8062
son,net,2,-0.8062
son,good,4,0.0746
son,screw,2,-0.8062
son,best,2,-0.8062
son,reading,2,0.8808
son,bunch,2,0.8808
son,online,2,0.8808
son,purchased,2,0.68
trust,write,2,-0.6754
trust,waiting,2,-0.6754
trust,mmo,2,-0.6754
trust,dumbed,2,-0.6754
trust,told,2,1.5496
trust,fun,2,1.5496
trust,addictive,2,1.5496
progression,write,2,-0.6754
progression,waiting,2,-0.6754
progression,mmo,2,-0.6754
progression,dumbed,4,-0.7786
progression,derived,2,0.7224
progression,dictating,2,0.7224
progression,edged,2,0.7224
progression,tuning,2,0.7224
progression,ongoing,2,0.7224
progression,controlled,2,0.7224
progression,evident,2,0.7224
progression,ah,2,0.0
progression,would,2,0.0
progression,ve,2,0.0
progression,dominated,2,0.0
progression,plenty,2,1.826
progression,short,2,1.826
progression,fun,2,1.826
progression,easy,2,1.826
progression,intuitive,2,1.826
progression,good,2,1.826
progression,acting,2,1.826
progression,pretty,2,1.826
progression,shallow,2,1.826
progression,terrible,4,3.652
progression,awful,2,1.826
progression,atrocious,2,1.826
progression,offline,2,1.826
progression,connected,2,1.826
progression,impossible,2,1.826
progression,casual,2,1.826
progression,drops,2,1.826
progression,frustrating,2,1.826
progression,special,2,1.826
progression,involved,2,1.826
progression,grinding,2,1.826
progression,sets,2,1.826
progression,extremely,2,1.826
progression,narrow,2,1.826
progression,lied,2,-0.1032
progression,created,2,-0.1032
progression,found,2,-0.1032
progression,blast,2,1.2498
progression,great,2,1.2498
copies,pre,2,0.9878
copies,ordered,2,0.9878
copies,takes,2,0.0
copies,spent,2,0.0
copies,realize,2,0.0
copies,selling,2,0.0
copies,virtual,2,0.0
copies,exist,2,0.0
copies,drawback,2,1.1148
copies,new,2,1.1148
copies,buy,2,1.1148
copies,due,2,1.1148
school,loves,2,1.1148
school,multi,2,1.1148
school,hate,2,1.1148
school,awesome,2,1.1148
school,single,2,1.1148
school,remember,2,0.9534
school,staying,2,0.9534
school,original,2,0.9534
school,waiting,2,0.0
school,busy,2,0.0
school,waited,2,0.0
school,queing,4,0.0
school,repeatedly,2,0.0
school,disconnected,2,0.0
school,connected,2,0.0
disconnects,tree,2,-1.6632
disconnects,absolutely,2,-1.6632
disconnects,stupid,2,-1.6632
disconnects,annoying,2,-1.6632
disconnects,good,2,-1.6632
disconnects,stays,2,0.0
disconnects,disconnected,4,0.0
fans,easily,2,1.5278
fans,recommend,2,1.5278
fans,rpg,2,1.5278
fans,highly,2,0.1322
fans,recommended,2,0.1322
fans,enjoys,2,0.1322
fans,killing,2,0.1322
fans,clinging,2,-0.843
fans,loved,2,-0.843
fans,dead,2,-0.843
fans,eventually,2,1.53
fans,leave,2,1.53
fans,left,2,1.53
fans,true,2,1.53
fans,enjoy,2,1.53
fans,tied,2,0.8808
fans,good,2,0.8808
fans,run,2,0.8808
fans,understand,2,0.7224
fans,agree,2,0.7224
fans,immerse,2,0.7224
fans,decent,2,0.7224
weeks,forget,2,1.1718
weeks,check,2,1.1126
weeks,new,2,1.1126
weeks,patched,2,1.1126
weeks,buy,2,0.0
weeks,figured,2,0.0
weeks,buying,2,-1.0534
weeks,uninstalled,2,-1.0534
weeks,disgusted,2,-1.0534
weeks,heard,2,0.7448
weeks,wrong,2,0.7448
weeks,ran,2,0.68
weeks,severe,2,-1.5002
weeks,ago,2,-1.5002
weeks,crashed,2,-1.5002
weeks,brought,2,-1.5002
weeks,online,4,-3.0004
weeks,sad,2,-1.5002
weeks,living,2,-1.5002
weeks,recent,2,-1.5002
weeks,huge,2,-1.5002
weeks,iii,2,-0.4526
weeks,loved,2,0.8038
weeks,found,2,0.8038
weeks,stale,2,0.8038
weeks,edited,2,0.5464
weeks,feel,2,0.5464
weeks,need,2,0.5464
weeks,provide,2,0.5464
weeks,boring,2,-0.6364
weeks,harder,2,-0.6364
weeks,guessing,2,0.0
weeks,fixed,2,0.0
weeks,reach,2,1.3448
weeks,caribbean,2,1.3448
weeks,good,2,1.3448
quality,legendary,2,-0.592
quality,higher,2,0.0
quality,farther,2,-0.6364
quality,progress,2,-0.6364
quality,worst,2,-0.6364
quality,dropped,2,-0.6364
quality,release,2,0.4526
quality,worth,2,0.4526
quality,buying,2,0.4526
quality,concept,2,-0.592
quality,past,2,-0.592
quality,delivered,2,0.0
quality,sadly,2,-0.843
quality,waned,2,-0.843
quality,recent,2,-0.843
quality,shifted,2,0.0
quality,delivering,2,0.0
quality,highest,2,0.0
quality,milking,2,0.0
quality,continue,2,1.6252
quality,enjoy,2,1.6252
quality,random,2,0.0
quality,unique,2,0.0
quality,dependant,2,0.0
quality,expect,2,0.0
quality,technologically,2,1.0046
quality,brilliant,2,1.0046
quality,high,2,1.0046
quality,beautiful,2,1.0046
quality,iii,2,1.1438
quality,excellent,2,1.1438
quality,hard,2,-0.2054
pack,great,2,0.1576
pack,earlier,2,0.1576
pack,fantastic,2,0.1576
pack,argue,2,1.4006
pack,perfect,2,1.4006
pack,send,2,1.4006
pack,watch,2,1.4006
pack,smash,2,1.4006
pack,literal,2,1.4006
pack,revel,2,1.4006
pack,passive,2,1.4006
pack,active,2,1.4006
pack,synergized,2,1.4006
pack,listen,2,1.4006
pack,taunt,2,1.4006
pack,single,2,1.4006
pack,entire,2,1.4006
pack,spend,2,0.7224
pack,rearranging,2,0.7224
pack,easily,2,0.68
pack,makes,2,1.2948
pack,enjoyable,2,1.2948
pack,unlock,2,1.2948
installation,finally,2,0.1544
installation,explain,2,0.1544
region,finally,2,0.1544
region,explain,2,0.1544
process,finally,2,0.1544
process,explain,2,0.1544
process,appears,2,-0.9534
process,late,2,-0.9534
process,imagine,2,-0.9534
process,contributes,2,-0.9534
process,terrible,2,-0.9534
process,scaling,2,-0.9534
site,plenty,2,0.0
site,bandwidth,2,0.0
site,install,2,0.0
site,bought,2,0.0
site,accomplished,2,0.68
site,downloading,2,0.68
site,3rd,2,0.68
site,installing,2,0.68
site,manually,4,1.36
site,running,2,0.68
site,newly,2,0.68
site,created,2,0.68
site,run,2,0.68
site,actual,2,0.68
site,finally,4,1.36
site,downloaded,4,1.36
site,kill,2,0.68
site,switch,2,0.68
site,normal,2,0.68
site,sounds,2,0.68
site,confusing,2,0.68
site,read,2,0.68
purchase,plenty,2,0.0
purchase,bandwidth,2,0.0
purchase,install,2,0.0
purchase,totally,2,0.3044
purchase,worth,2,0.3044
purchase,priced,2,0.3044
purchase,falls,2,0.3044
purchase,flat,2,0.3044
purchase,bad,2,-1.0846
purchase,d2,2,1.6858
purchase,immensely,2,1.6858
purchase,completely,2,1.6858
purchase,enjoyable,2,1.6858
purchase,slightest,2,1.6858
purchase,read,2,0.0
purchase,decided,2,0.4046
purchase,free,2,1.0212
purchase,advise,2,0.0
purchase,stay,2,0.0
asap,plenty,2,0.0
asap,bandwidth,2,0.0
asap,install,2,0.0
login,mention,2,1.0212
login,bandwidth,2,1.0212
login,complaining,2,-0.4046
login,connect,4,-3.098
login,short,2,-1.549
login,accessing,2,-1.549
login,disconnects,2,-1.549
login,disconnected,2,-1.549
login,reconnect,2,-1.549
plan,purely,2,-0.9152
plan,idiotic,2,-0.9152
plan,offline,2,-0.9152
plan,bat,2,0.0
plan,real,2,0.0
plan,fast,2,0.9534
plan,simple,2,0.9534
plan,potential,2,0.9534
plan,hard,4,-3.8376
plan,lost,2,-1.9188
plan,hid,2,-1.9188
plan,broke,2,-1.9188
plan,distinct,2,-1.9188
plan,equivalently,2,-1.9188
plan,pathological,2,-1.9188
plan,evil,4,-3.8376
plan,working,2,-1.9188
plan,execute,2,-1.9188
plan,atleast,2,-0.9052
plan,spit,2,-0.9052
plan,claimed,2,-0.9052
plan,d3,2,-0.9052
plan,worth,2,-0.9052
tomorrow,fixed,2,0.0
tomorrow,returning,2,0.0
connection,dod,2,0.8006
connection,required,4,1.4806000000000001
connection,single,8,0.6033999999999998
connection,means,2,-1.1988
connection,lose,4,-1.6514000000000002
connection,beware,2,1.3102
connection,minimum,2,1.3102
connection,forget,2,1.3102
connection,discovered,2,-1.1254
connection,12,2,-1.1254
connection,d3,2,-1.1254
connection,blocking,2,-1.1254
connection,higher,2,-1.1254
connection,hiccup,2,-1.1988
connection,takes,2,-1.1988
connection,die,2,-1.1988
connection,need,6,4.4238
connection,active,2,1.2498
connection,iii,6,1.9410000000000003
connection,supposed,2,1.1438
connection,online,12,6.8118
connection,optional,2,1.1438
connection,causing,2,1.1438
connection,question,2,1.1438
connection,requiring,2,1.1438
connection,constant,4,1.1438
connection,downside,2,-1.065
connection,stop,2,-1.065
connection,immediately,2,-1.065
connection,fun,2,1.5478
connection,great,2,1.5478
connection,huge,4,0.38659999999999994
connection,tempted,2,-0.2054
connection,building,4,3.174
connection,wireless,4,3.174
connection,wired,4,3.174
connection,provided,4,3.174
connection,offline,6,1.9759999999999998
connection,saved,4,3.174
connection,locally,4,3.174
connection,synced,4,3.174
connection,drawback,2,1.1148
connection,new,4,1.1148
connection,buy,2,1.1148
connection,due,6,1.1238
connection,connect,4,-3.098
connection,short,2,-1.549
connection,accessing,2,-1.549
connection,disconnects,2,-1.549
connection,disconnected,2,-1.549
connection,reconnect,2,-1.549
connection,steady,2,0.0
connection,falls,2,0.0
connection,high,2,-1.198
connection,perfect,2,-1.198
connection,guessing,2,-1.198
connection,blink,2,-1.198
connection,notice,2,0.0
connection,static,2,0.0
connection,require,2,0.0
connection,strictly,2,0.0
connection,uninterrupted,2,0.0
connection,heed,4,3.4212
connection,solid,4,3.4212
connection,enjoyably,4,3.4212
connection,utterly,4,3.4212
connection,flawless,4,3.4212
connection,forcing,2,-1.1698
connection,persistant,2,-1.1698
connection,bad,6,-2.132
connection,thankfully,2,0.8038
connection,past,2,0.8038
connection,trivial,2,0.8038
connection,post,2,0.8808
connection,good,4,0.6844
connection,server,2,-0.1964
connection,stable,2,-0.1964
connection,common,2,-0.4526
connection,start,2,-0.4526
connection,sign,2,-0.68
connection,awful,2,-0.68
connection,crashed,2,0.2054
connection,net,4,1.3492
connection,promising,2,0.2054
connection,waiting,2,0.2054
connection,released,2,0.2054
connection,requires,2,0.0
connection,meaning,2,-1.341
connection,poor,2,-1.341
connection,lag,2,-1.341
connection,additionally,2,1.1438
connection,wait,4,1.7358
connection,laggy,6,1.219
connection,loaded,2,1.1438
connection,middle,2,0.592
connection,fray,2,0.592
connection,freezes,2,0.592
connection,drops,2,0.592
connection,5fps,2,0.592
connection,read,2,0.68
connection,smallest,2,0.68
connection,slowed,4,-0.5168
connection,downloading,2,-0.5168
shame,bought,2,-0.9176
shame,pathetic,2,-0.9176
shame,home,2,-0.9176
shame,greedy,2,-1.4524
inability,great,2,0.4488
inability,destroyed,2,0.4488
magic,legendary,4,-1.7408
magic,insane,4,-1.7408
magic,drops,4,-1.7408
magic,forced,2,-1.6782
magic,buy,2,-1.6782
magic,bought,2,-1.6782
magic,frustrated,2,-1.6782
magic,finding,2,-1.6782
magic,decent,2,-1.6782
magic,rare,2,-1.6782
magic,wear,2,0.1494
magic,set,2,0.1494
magic,dropped,2,0.1494
magic,killed,2,0.1494
magic,hardest,2,0.1494
magic,added,2,0.0
magic,ganking,2,-1.1506
magic,giant,2,-1.1506
magic,sit,2,-1.1506
